Order_ID,CustomerID,BranchID,ShipmentDate,ShipmentTime,Weight,Quantity,DeliveryAddress,TransactionID,TrackingNumber,ShipmentStatus,ShipmentComments
573,583,12,2/2/2023,3:14:18,44,573,6th Floor,107,489-23-9645,shipment confirmed,   
574,505,15,25/01/2023,5:39:56,6,574,Room 700,327,141-93-1003,shipment confirmed,   
575,816,19,23/07/2022,15:23:21,26,575,Apt 237,247,473-61-7434,shipment confirmed,   
576,400,20,22/07/2022,4:24:51,16,576,PO Box 49612,150,602-90-4642,shipment confirmed,   
577,580,16,16/05/2022,17:54:23,15,577,PO Box 46162,298,498-57-7895,shipment confirmed,   
578,522,14,27/12/2022,4:57:57,64,578,5th Floor,680,574-62-2018,shipment confirmed,   
579,512,18,28/08/2022,10:03:30,93,579,Suite 43,414,605-52-3750,shipment confirmed,   
580,450,10,16/10/2022,5:41:25,34,580,Suite 46,344,737-99-6495,shipment confirmed,   
581,528,17,7/11/2022,15:23:22,9,581,Apt 1100,325,662-97-4680,shipment confirmed,   
582,823,5,15/06/2022,3:49:57,8,582,PO Box 39648,950,119-72-2738,shipment confirmed,   
583,105,1,28/07/2022,18:05:21,1,583,11th Floor,551,834-92-3506,shipment confirmed,   
584,578,7,2/1/2023,4:47:22,8,584,Apt 1564,604,768-40-9664,shipment confirmed,   
585,366,9,3/5/2022,15:11:51,5,585,Apt 1869,178,367-84-1024,shipment confirmed,   
586,660,11,2/5/2022,3:49:44,86,586,17th Floor,421,685-46-4631,shipment confirmed,   
587,562,6,4/10/2022,5:58:00,59,587,PO Box 88158,913,494-36-5874,shipment confirmed,   
588,548,2,3/12/2022,18:24:24,80,588,Suite 31,686,499-38-3813,shipment confirmed,   
589,590,4,4/3/2022,2:42:24,78,589,5th Floor,902,566-29-3449,shipment confirmed,   
590,879,8,2/10/2022,23:33:21,79,590,Apt 896,340,830-06-0049,shipment confirmed,   
591,222,19,8/11/2022,0:10:40,81,591,PO Box 13778,291,633-43-6476,shipment confirmed,   
592,709,12,13/02/2022,21:11:33,18,592,Room 886,894,788-73-2284,shipment confirmed,   
593,603,20,29/03/2022,14:11:48,18,593,Apt 723,366,540-31-0357,shipment confirmed,   
594,663,14,12/4/2022,9:57:49,27,594,PO Box 42297,460,442-75-1247,shipment confirmed,   
595,237,9,18/04/2022,19:04:44,68,595,5th Floor,550,731-62-5037,shipment confirmed,   
596,69,11,28/07/2022,19:09:54,62,596,Suite 36,444,422-04-4319,shipment confirmed,   
597,581,17,12/5/2022,10:15:59,30,597,Room 260,757,422-76-2799,shipment confirmed,   
598,210,7,17/09/2022,12:13:47,59,598,Room 1720,11,309-65-9087,shipment confirmed,   
599,702,5,31/03/2022,6:49:37,61,599,Room 1790,471,102-64-9781,shipment confirmed,   
600,783,1,2/2/2023,10:11:18,74,600,1st Floor,553,820-90-4939,shipment confirmed,   
601,710,20,1/4/2022,4:03:17,71,601,Apt 1313,254,496-79-6987,shipment confirmed,   
602,511,7,22/04/2022,18:06:56,60,602,15th Floor,163,370-30-7355,shipment confirmed,   
603,229,1,10/8/2022,9:19:39,92,603,Room 389,203,297-20-0053,shipment confirmed,   
604,939,13,20/11/2022,7:58:47,75,604,Apt 685,390,635-89-5427,shipment confirmed,   
605,555,2,24/08/2022,21:44:58,100,605,Suite 72,367,282-96-3576,shipment confirmed,   
606,582,8,24/11/2022,18:33:46,59,606,Apt 763,757,488-98-6005,shipment confirmed,   
607,663,17,28/09/2022,16:27:26,57,607,Suite 22,562,827-96-0645,shipment confirmed,   
608,925,18,13/03/2022,4:06:01,2,608,PO Box 93728,443,160-29-9565,shipment confirmed,   
609,289,5,23/06/2022,21:14:01,70,609,12th Floor,31,790-30-6071,shipment confirmed,   
610,1,4,9/4/2022,3:52:54,74,610,8th Floor,497,294-17-5375,shipment confirmed,   
611,839,11,27/02/2022,6:10:23,61,611,PO Box 2749,302,229-83-6486,shipment confirmed,   
612,142,19,7/6/2022,0:41:46,6,612,Apt 156,332,391-10-4311,shipment confirmed,   
613,987,16,13/08/2022,5:46:05,82,613,Apt 480,206,410-26-7907,shipment confirmed,   
614,945,14,6/5/2022,11:35:59,72,614,Apt 1370,153,302-49-2765,shipment confirmed,   
615,405,15,18/02/2022,17:07:49,61,615,4th Floor,445,193-50-7332,shipment confirmed,   
616,633,9,14/02/2022,13:11:19,3,616,2nd Floor,926,209-57-6608,shipment confirmed,   
617,683,12,7/3/2022,14:57:30,61,617,Suite 33,557,819-87-7339,shipment confirmed,   
618,709,3,22/11/2022,20:17:36,33,618,Room 1931,949,865-51-5750,shipment confirmed,   
619,164,6,16/07/2022,8:04:21,55,619,Room 1012,640,648-24-2007,shipment confirmed,   
620,88,10,11/1/2023,3:06:18,16,620,Suite 38,328,398-57-1896,shipment confirmed,   
621,385,13,13/05/2022,14:52:56,16,621,3rd Floor,171,655-05-0124,shipment confirmed,   
622,250,7,7/4/2022,7:47:49,58,622,Room 480,999,747-20-4020,shipment confirmed,   
623,107,9,17/06/2022,15:37:20,70,623,Suite 54,75,593-98-9676,shipment confirmed,   
624,524,11,30/11/2022,16:51:51,44,624,Suite 29,593,487-44-0296,shipment confirmed,   
625,937,18,15/09/2022,2:06:10,2,625,PO Box 17854,758,219-32-0351,shipment confirmed,   
626,787,14,1/10/2022,16:28:32,95,626,Apt 617,64,231-31-1327,shipment confirmed,   
627,757,8,3/2/2022,21:36:08,66,627,5th Floor,198,638-63-4517,shipment confirmed,   
628,540,17,14/12/2022,20:35:32,6,628,Apt 1658,77,394-13-0822,shipment confirmed,   
629,418,12,2/6/2022,19:01:48,95,629,PO Box 33017,863,796-79-7833,shipment confirmed,   
630,529,6,26/06/2022,13:49:10,45,630,Suite 37,793,689-15-0847,shipment confirmed,   
631,878,15,5/3/2022,23:05:04,80,631,PO Box 51802,568,269-72-2704,shipment confirmed,   
632,565,1,27/07/2022,3:04:01,47,632,PO Box 47370,614,451-80-6245,shipment confirmed,   
633,154,20,16/07/2022,0:23:36,95,633,Apt 1893,121,206-22-6451,shipment confirmed,   
634,762,3,28/12/2022,18:21:33,93,634,14th Floor,707,891-52-4875,shipment confirmed,   
635,946,16,19/12/2022,3:52:31,3,635,12th Floor,168,311-46-8695,shipment confirmed,   
636,73,4,5/3/2022,16:18:57,88,636,Suite 5,424,142-13-3383,shipment confirmed,   
637,662,5,31/03/2022,8:43:32,38,637,PO Box 62906,214,568-16-2543,shipment confirmed,   
638,84,19,18/10/2022,4:02:09,76,638,20th Floor,800,691-55-3131,shipment confirmed,   
639,609,2,15/07/2022,13:16:29,6,639,8th Floor,202,779-72-0712,shipment confirmed,   
640,315,10,10/10/2022,12:08:44,59,640,Room 724,694,808-21-5669,shipment confirmed,   
641,380,18,6/1/2023,19:05:28,85,641,Apt 955,301,719-93-0746,shipment confirmed,   
642,951,9,16/07/2022,17:43:43,91,642,Room 681,942,304-54-3121,shipment confirmed,   
643,3,10,14/10/2022,13:42:21,8,643,PO Box 52045,540,856-20-6181,shipment confirmed,   
644,246,15,30/05/2022,12:27:56,30,644,19th Floor,488,343-95-4127,shipment confirmed,   
645,392,3,18/01/2023,17:47:49,92,645,Room 625,644,629-32-2202,shipment confirmed,   
646,793,4,20/08/2022,13:28:16,71,646,Apt 18,576,107-23-8830,shipment confirmed,   
647,470,19,21/11/2022,4:30:14,15,647,14th Floor,885,711-45-6947,shipment confirmed,   
648,518,14,8/5/2022,20:32:25,57,648,7th Floor,767,749-01-3326,shipment confirmed,   
649,510,8,12/9/2022,0:52:28,62,649,PO Box 24946,6,355-96-3527,shipment confirmed,   
650,27,16,5/1/2023,8:35:32,25,650,Suite 26,166,111-84-8028,shipment confirmed,   
651,958,1,22/12/2022,20:46:32,3,651,PO Box 202,860,408-51-9522,shipment confirmed,   
652,50,19,2/7/2022,21:01:46,97,652,10th Floor,787,771-11-2292,shipment confirmed,   
653,498,17,10/5/2022,17:48:31,69,653,Apt 130,274,433-75-5314,shipment confirmed,   
654,267,9,18/02/2022,18:48:39,23,654,Room 1637,244,461-17-5823,shipment confirmed,   
655,888,12,26/06/2022,6:05:51,18,655,Apt 1312,682,371-52-6518,shipment confirmed,   
656,361,5,7/4/2022,16:27:31,63,656,PO Box 30363,672,793-13-7272,shipment confirmed,   
657,624,20,23/07/2022,19:24:45,35,657,Suite 51,568,796-71-3232,shipment confirmed,   
658,165,2,30/04/2022,23:14:16,100,658,3rd Floor,318,878-51-0721,shipment confirmed,   
659,764,15,2/12/2022,13:46:10,20,659,Apt 172,935,754-88-0231,shipment confirmed,   
660,291,6,27/08/2022,4:41:39,15,660,Suite 4,924,760-65-2164,shipment confirmed,   
661,318,11,1/11/2022,6:50:36,39,661,Room 113,747,270-42-3097,shipment confirmed,   
662,999,4,31/07/2022,14:34:58,78,662,Suite 36,148,182-57-0636,shipment confirmed,   
663,238,16,17/05/2022,10:40:32,85,663,12th Floor,569,677-84-2612,shipment confirmed,   
664,838,7,29/10/2022,19:01:05,60,664,Room 1308,512,135-28-3540,shipment confirmed,   
665,746,14,21/04/2022,10:53:52,74,665,PO Box 57838,780,383-63-6878,shipment confirmed,   
666,266,3,16/01/2023,1:31:38,28,666,Apt 124,235,558-50-3298,shipment confirmed,   
667,813,18,5/1/2023,4:02:28,53,667,PO Box 18084,872,387-71-8774,shipment confirmed,   
668,273,10,9/11/2022,13:27:46,29,668,Apt 1619,243,839-33-9507,shipment confirmed,   
669,233,8,29/12/2022,4:02:35,26,669,Room 726,488,879-94-3473,shipment confirmed,   
670,134,13,25/02/2022,7:44:57,38,670,19th Floor,123,182-42-5340,shipment confirmed,   
671,116,12,17/07/2022,13:22:18,92,671,11th Floor,928,137-01-6046,shipment confirmed,   
672,908,14,23/02/2022,6:47:38,83,672,Room 1037,505,525-12-8763,shipment confirmed,   
673,407,1,7/2/2022,15:59:27,39,673,Room 890,370,259-74-3071,shipment confirmed,   
674,79,8,13/04/2022,17:11:57,73,674,Suite 12,196,172-41-1478,shipment confirmed,   
675,559,18,8/9/2022,7:27:44,16,675,PO Box 35858,836,134-44-5116,shipment confirmed,   
676,376,19,12/9/2022,20:12:45,100,676,18th Floor,259,606-89-5696,shipment confirmed,   
677,430,13,20/02/2022,19:12:54,6,677,Room 1546,757,467-94-4592,shipment confirmed,   
678,245,3,19/11/2022,19:25:28,73,678,PO Box 18261,268,657-61-8905,shipment confirmed,   
679,875,4,18/11/2022,2:20:45,33,679,Room 1786,706,237-48-5381,shipment confirmed,   
680,391,15,16/03/2022,7:55:58,79,680,Suite 23,646,583-85-7537,shipment confirmed,   
681,820,20,25/02/2022,19:50:56,69,681,Suite 36,691,723-78-2688,shipment confirmed,   
682,608,6,26/12/2022,3:03:36,44,682,Apt 1578,4,617-02-2623,shipment confirmed,   
683,593,17,30/07/2022,0:26:37,52,683,Room 396,862,161-15-7006,shipment confirmed,   
684,514,5,12/8/2022,17:58:16,21,684,Suite 15,247,664-60-5939,shipment confirmed,   
685,356,16,27/11/2022,12:04:41,63,685,Suite 35,742,518-64-9778,shipment confirmed,   
686,831,9,6/10/2022,4:33:59,8,686,PO Box 64518,37,117-62-7360,shipment confirmed,   
687,883,2,3/6/2022,4:34:34,91,687,PO Box 38239,94,407-58-5810,shipment confirmed,   
688,293,11,24/01/2023,14:46:55,55,688,18th Floor,324,746-26-8268,shipment confirmed,   
689,477,7,9/1/2023,18:57:13,88,689,PO Box 38442,433,234-23-4638,shipment confirmed,   
690,524,10,8/12/2022,0:12:27,100,690,Apt 1107,753,667-57-8964,shipment confirmed,   
691,100,6,26/03/2022,9:50:21,25,691,PO Box 84498,732,202-53-0160,shipment confirmed,   
692,691,18,18/04/2022,22:25:48,63,692,Apt 1485,976,288-81-1441,shipment confirmed,   
693,778,5,31/10/2022,20:58:49,4,693,Room 1828,203,623-12-2889,shipment confirmed,   
694,149,19,22/01/2023,1:48:04,77,694,18th Floor,635,501-26-4220,shipment confirmed,   
695,219,9,22/12/2022,20:11:13,34,695,5th Floor,54,554-13-6436,shipment confirmed,   
696,160,14,2/9/2022,22:29:13,5,696,Suite 41,69,446-05-3533,shipment confirmed,   
697,425,10,2/8/2022,14:35:54,51,697,12th Floor,967,426-12-7802,shipment confirmed,   
698,810,20,10/11/2022,1:06:47,21,698,16th Floor,722,313-99-7638,shipment confirmed,   
699,597,17,11/7/2022,21:10:46,98,699,Apt 805,289,408-36-0721,shipment confirmed,   
700,373,15,9/5/2022,11:30:34,92,700,PO Box 87295,843,391-66-7269,shipment confirmed,   
701,937,8,1/11/2022,15:49:55,90,701,Apt 1892,616,420-60-4217,shipment confirmed,   
702,127,11,25/06/2022,17:47:53,48,702,Apt 515,708,346-87-1119,shipment confirmed,   
703,972,6,7/5/2022,22:48:22,12,703,Apt 1330,948,601-59-8299,shipment confirmed,   
704,184,12,29/04/2022,2:21:11,13,704,6th Floor,216,551-52-1318,shipment confirmed,   
705,740,13,30/09/2022,10:02:20,10,705,Apt 1307,111,545-08-9626,shipment confirmed,   
706,323,7,18/05/2022,15:45:05,6,706,Apt 1089,914,505-49-3869,shipment confirmed,   
707,697,5,20/12/2022,23:08:33,40,707,Apt 313,410,600-67-0854,shipment confirmed,   
708,143,14,29/08/2022,15:08:48,12,708,Room 1776,123,275-45-9980,shipment confirmed,   
709,228,9,26/05/2022,9:15:09,7,709,PO Box 93235,520,854-05-2873,shipment confirmed,   
710,981,10,4/2/2022,14:20:55,12,710,Apt 923,171,300-83-8573,shipment confirmed,   
711,188,18,17/10/2022,14:41:45,95,711,PO Box 69303,890,228-36-2053,shipment confirmed,   
712,103,20,22/06/2022,20:09:31,84,712,Suite 50,919,794-36-3877,shipment confirmed,   
713,250,2,11/3/2022,2:16:58,46,713,Apt 1434,450,792-79-7790,shipment confirmed,   
714,991,17,12/3/2022,19:29:31,3,714,9th Floor,305,243-67-0750,shipment confirmed,   
715,232,16,13/06/2022,21:50:31,70,715,Suite 44,238,782-17-1212,shipment confirmed,   
716,249,3,24/01/2023,1:33:02,46,716,17th Floor,685,557-99-9612,shipment confirmed,   
717,538,19,11/10/2022,22:10:05,41,717,PO Box 93839,659,732-21-8449,shipment confirmed,   
718,639,15,3/8/2022,9:58:54,18,718,19th Floor,412,202-83-3669,shipment confirmed,   
719,175,1,14/12/2022,23:09:48,78,719,PO Box 84655,56,403-30-5361,shipment confirmed,   
720,541,4,5/2/2022,1:02:12,6,720,Apt 269,294,441-70-3673,shipment confirmed,   
721,530,4,16/06/2022,15:30:42,8,721,Room 1794,437,729-33-7697,shipment confirmed,   
722,206,20,28/06/2022,20:31:41,59,722,PO Box 73651,366,817-61-1177,shipment confirmed,   
723,90,7,18/01/2023,19:09:29,34,723,Apt 390,927,321-15-7957,shipment confirmed,   
724,148,5,18/07/2022,6:59:44,95,724,Suite 41,737,534-21-2356,shipment confirmed,   
725,258,10,13/04/2022,14:28:39,44,725,1st Floor,182,177-57-0367,shipment confirmed,   
726,501,15,22/02/2022,14:07:30,97,726,Apt 144,852,143-91-5730,shipment confirmed,   
727,294,3,18/05/2022,4:43:10,58,727,PO Box 9149,633,527-86-7870,shipment confirmed,   
728,180,6,19/12/2022,4:21:44,93,728,Apt 419,46,811-19-3060,shipment confirmed,   
729,924,16,16/10/2022,17:28:28,40,729,Apt 1123,251,389-92-7441,shipment confirmed,   
730,123,2,17/05/2022,20:39:21,1,730,Room 557,909,539-47-9537,shipment confirmed,   
731,417,11,2/2/2023,17:20:08,47,731,3rd Floor,949,144-56-6858,shipment confirmed,   
732,777,9,14/04/2022,1:32:35,37,732,Apt 1909,885,891-71-1367,shipment confirmed,   
733,58,14,24/01/2023,15:36:05,87,733,Suite 7,208,654-27-5391,shipment confirmed,   
734,410,19,13/06/2022,9:40:21,35,734,PO Box 41631,548,888-23-7821,shipment confirmed,   
735,646,13,29/09/2022,14:32:08,48,735,PO Box 80546,403,841-18-0128,shipment confirmed,   
736,142,12,9/8/2022,17:46:43,24,736,Room 1446,766,270-53-4487,shipment confirmed,   
737,28,8,14/10/2022,5:47:04,19,737,20th Floor,816,489-34-4435,shipment confirmed,   
738,388,1,27/08/2022,0:00:05,99,738,5th Floor,44,240-81-7802,shipment confirmed,   
739,204,17,3/2/2022,7:14:50,79,739,Suite 48,93,456-45-1196,shipment confirmed,   
740,259,18,6/8/2022,5:34:59,31,740,Apt 69,150,612-33-3859,shipment confirmed,   
741,393,16,22/05/2022,7:28:35,79,741,PO Box 57972,229,719-17-0557,shipment confirmed,   
742,667,17,29/06/2022,19:58:17,80,742,6th Floor,911,600-30-8398,shipment confirmed,   
743,531,12,2/9/2022,10:24:25,73,743,Apt 472,20,390-13-6310,shipment confirmed,   
744,446,18,4/11/2022,7:04:59,72,744,Apt 349,367,175-28-6825,shipment confirmed,   
745,363,3,17/07/2022,8:30:27,10,745,Suite 98,115,533-88-9621,shipment confirmed,   
746,669,19,14/09/2022,21:59:25,39,746,16th Floor,276,513-10-1515,shipment confirmed,   
747,729,5,16/08/2022,6:37:22,97,747,PO Box 52567,596,305-75-6612,shipment confirmed,   
748,55,6,19/07/2022,23:29:32,22,748,Room 1545,402,303-83-2466,shipment confirmed,   
749,856,13,2/9/2022,15:56:17,44,749,4th Floor,245,763-48-6996,shipment confirmed,   
750,260,10,4/10/2022,12:37:16,10,750,PO Box 71925,135,395-26-1171,shipment confirmed,   
751,204,4,29/12/2022,2:05:02,75,751,Room 823,592,457-92-2214,shipment confirmed,   
752,589,5,27/02/2022,20:40:58,13,752,19th Floor,140,838-65-1560,shipment confirmed,   
753,841,18,27/02/2022,17:13:54,74,753,Room 371,151,236-08-7329,shipment confirmed,   
754,642,16,27/11/2022,21:07:46,43,754,Suite 74,827,446-31-8434,shipment confirmed,   
755,66,7,25/02/2022,0:29:38,95,755,Suite 11,67,488-55-7611,shipment confirmed,   
756,454,11,9/8/2022,7:10:52,100,756,Room 1633,36,722-98-6353,shipment confirmed,   
757,46,15,5/9/2022,0:57:28,3,757,Apt 1342,95,198-43-9402,shipment confirmed,   
758,206,12,20/02/2022,22:30:33,93,758,Suite 39,357,444-15-6036,shipment confirmed,   
759,682,9,21/06/2022,5:12:16,38,759,Apt 404,193,313-74-0588,shipment confirmed,   
760,776,6,25/05/2022,16:54:19,26,760,PO Box 58900,783,103-66-7689,shipment confirmed,   
761,458,17,6/11/2022,12:58:28,96,761,19th Floor,656,825-05-4452,shipment confirmed,   
762,83,13,21/09/2022,0:45:38,32,762,PO Box 97284,92,264-37-6581,shipment confirmed,   
763,855,14,18/08/2022,14:54:58,1,763,10th Floor,190,238-42-8896,shipment confirmed,   
764,435,8,4/5/2022,14:00:52,78,764,8th Floor,934,293-98-4111,shipment confirmed,   
765,888,20,9/12/2022,4:04:18,41,765,4th Floor,538,875-53-5639,shipment confirmed,   
766,438,10,19/08/2022,3:31:09,42,766,Apt 1461,606,618-06-2497,shipment confirmed,   
767,385,19,21/11/2022,23:48:40,64,767,Suite 52,952,295-14-4750,shipment confirmed,   
768,230,1,20/05/2022,22:51:56,55,768,2nd Floor,713,305-62-1197,shipment confirmed,   
769,270,3,28/03/2022,0:22:25,6,769,16th Floor,176,229-29-9481,shipment confirmed,   
770,350,2,3/12/2022,17:05:34,73,770,Apt 1284,40,644-95-1199,shipment confirmed,   
771,826,14,11/8/2022,8:22:02,76,771,PO Box 86924,160,468-17-7427,shipment confirmed,   
772,511,20,23/06/2022,22:13:58,3,772,Suite 24,203,211-90-9336,shipment confirmed,   
773,205,4,29/10/2022,16:21:51,6,773,Apt 159,743,670-13-1090,shipment confirmed,   
774,980,9,24/05/2022,11:45:39,99,774,Apt 1749,767,575-03-9875,shipment confirmed,   
775,341,11,10/4/2022,12:05:35,46,775,Apt 1048,271,755-47-4557,shipment confirmed,   
776,997,19,23/02/2022,23:14:55,39,776,Room 520,522,376-12-7704,shipment confirmed,   
777,847,10,27/11/2022,11:06:16,69,777,Apt 266,766,255-77-1953,shipment confirmed,   
778,253,8,8/7/2022,17:54:08,18,778,2nd Floor,204,680-01-6601,shipment confirmed,   
779,507,5,16/12/2022,7:52:49,74,779,12th Floor,734,648-75-3926,shipment confirmed,   
780,778,15,13/04/2022,6:09:05,9,780,2nd Floor,350,534-63-4720,shipment confirmed,   
781,581,13,21/10/2022,5:05:18,49,781,Suite 53,668,310-59-5623,shipment confirmed,   
782,463,7,13/06/2022,0:02:04,70,782,19th Floor,547,806-22-5695,shipment confirmed,   
783,445,17,27/06/2022,9:12:35,21,783,Room 1240,125,695-92-4379,shipment confirmed,   
784,78,2,3/1/2023,8:33:16,32,784,PO Box 59708,690,118-19-9782,shipment confirmed,   
785,26,18,5/4/2022,3:56:10,15,785,Apt 132,154,121-10-0645,shipment confirmed,   
786,241,16,14/08/2022,10:25:24,50,786,14th Floor,863,397-87-3790,shipment confirmed,   
787,407,12,5/8/2022,23:17:59,41,787,PO Box 54425,841,393-47-2329,shipment confirmed,   
788,257,6,24/03/2022,11:06:25,20,788,Room 891,929,588-86-1608,shipment confirmed,   
789,582,3,2/4/2022,16:24:36,79,789,Room 1154,577,612-09-6980,shipment confirmed,   
790,293,1,26/09/2022,12:35:44,64,790,Suite 70,305,685-24-8444,shipment confirmed,   
791,398,6,17/01/2023,3:57:12,94,791,Suite 65,467,376-95-7788,shipment confirmed,   
792,351,18,11/5/2022,4:40:50,46,792,Suite 30,985,632-71-0162,shipment confirmed,   
793,909,19,11/6/2022,21:40:42,61,793,Room 337,897,352-25-7029,shipment confirmed,   
794,988,14,11/7/2022,3:54:34,69,794,Apt 1701,542,549-71-2016,shipment confirmed,   
795,238,3,1/4/2022,8:37:57,9,795,Apt 790,399,216-44-9677,shipment confirmed,   
796,79,15,4/5/2022,9:59:40,78,796,13th Floor,79,638-66-7328,shipment confirmed,   
797,803,2,2/6/2022,1:55:15,73,797,Suite 89,935,486-79-3306,shipment confirmed,   
798,735,12,8/9/2022,23:47:42,57,798,Suite 60,181,552-34-0129,shipment confirmed,   
799,542,10,1/10/2022,8:29:56,99,799,Apt 398,769,198-61-1343,shipment confirmed,   
800,780,8,2/8/2022,18:08:30,81,800,Suite 79,13,111-37-1366,shipment confirmed,   
801,99,8,22/12/2022,14:21:44,2,801,Apt 1958,638,523-84-5504,shipment confirmed,   
802,46,6,26/12/2022,3:36:14,99,802,13th Floor,635,405-81-0017,shipment confirmed,   
803,731,20,1/11/2022,10:18:10,44,803,PO Box 96803,935,396-60-3811,shipment confirmed,   
804,838,10,20/04/2022,14:47:41,74,804,Suite 40,166,183-28-7222,shipment confirmed,   
805,249,1,2/5/2022,1:26:14,89,805,9th Floor,174,209-55-0453,shipment confirmed,   
806,926,11,10/8/2022,18:05:06,32,806,Room 1867,945,142-31-2195,shipment confirmed,   
807,516,14,12/7/2022,11:40:15,77,807,Apt 48,280,453-27-6155,shipment confirmed,   
808,48,4,15/07/2022,0:38:21,41,808,Suite 43,91,100-27-6082,shipment confirmed,   
809,923,5,2/6/2022,9:04:21,44,809,PO Box 6030,384,144-34-7567,shipment confirmed,   
810,739,17,12/12/2022,12:27:23,87,810,14th Floor,763,184-87-6980,shipment confirmed,   
811,306,16,17/08/2022,18:48:57,46,811,Apt 368,102,330-59-7611,shipment confirmed,   
812,482,7,11/4/2022,21:24:04,36,812,PO Box 66829,406,124-73-9513,shipment confirmed,   
813,501,18,3/11/2022,21:18:42,2,813,Room 665,476,144-59-4547,shipment confirmed,   
814,436,9,18/10/2022,16:37:38,27,814,Room 1770,500,641-41-9310,shipment confirmed,   
815,69,3,9/11/2022,5:43:22,14,815,Apt 1035,439,294-47-0917,shipment confirmed,   
816,911,13,31/12/2022,9:01:47,49,816,Apt 200,981,730-93-2433,shipment confirmed,   
817,326,2,12/3/2022,16:21:25,82,817,Room 1915,899,864-57-7774,shipment confirmed,   
818,869,15,19/10/2022,11:16:31,28,818,Suite 10,203,480-32-7919,shipment confirmed,   
819,282,12,1/3/2022,10:22:55,72,819,Room 1554,177,856-80-6111,shipment confirmed,   
820,558,19,5/4/2022,19:57:50,63,820,9th Floor,345,174-74-2038,shipment confirmed,   
821,764,15,12/2/2022,8:11:13,16,821,Room 578,21,656-46-8831,shipment confirmed,   
822,542,1,18/03/2022,4:15:54,18,822,Room 1280,774,149-18-0930,shipment confirmed,   
823,781,9,2/1/2023,19:00:51,4,823,Suite 30,928,469-33-2527,shipment confirmed,   
824,358,5,9/3/2022,23:32:49,100,824,PO Box 21730,505,385-77-6613,shipment confirmed,   
825,714,3,7/4/2022,17:53:58,72,825,Room 80,33,127-60-9228,shipment confirmed,   
826,399,20,28/01/2023,20:22:41,16,826,Room 1418,744,297-58-2457,shipment confirmed,   
827,103,11,26/06/2022,3:42:24,18,827,Room 176,695,490-27-0390,shipment confirmed,   
828,613,12,7/2/2022,4:33:24,50,828,Suite 73,14,341-72-6529,shipment confirmed,   
829,782,13,13/11/2022,21:04:51,52,829,Suite 34,28,323-02-4867,shipment confirmed,   
830,680,16,1/2/2023,6:17:02,87,830,PO Box 1763,257,314-52-9940,shipment confirmed,   
831,877,17,29/04/2022,23:23:49,77,831,Room 1171,483,639-50-9406,shipment confirmed,   
832,406,18,15/09/2022,14:48:23,28,832,Room 380,927,428-73-4792,shipment confirmed,   
833,791,8,11/6/2022,2:24:33,92,833,Room 1722,570,639-28-0166,shipment confirmed,   
834,182,7,6/12/2022,19:15:43,99,834,PO Box 13353,488,277-79-2671,shipment confirmed,   
835,344,19,7/3/2022,15:22:33,13,835,Apt 200,134,520-44-2799,shipment confirmed,   
836,521,4,14/09/2022,5:56:45,77,836,9th Floor,657,131-60-5312,shipment confirmed,   
837,737,6,23/03/2022,21:27:17,88,837,Room 1532,129,167-42-5405,shipment confirmed,   
838,529,14,25/10/2022,9:58:23,55,838,PO Box 87263,521,503-12-0439,shipment confirmed,   
839,245,2,6/8/2022,12:51:22,14,839,15th Floor,367,499-38-0311,shipment confirmed,   
840,896,10,17/10/2022,0:28:21,2,840,4th Floor,713,811-04-1868,shipment confirmed,   
841,444,6,2/12/2022,16:34:05,31,841,Room 1122,961,813-23-6488,shipment confirmed,   
842,783,2,9/10/2022,1:34:40,32,842,PO Box 44712,120,520-84-0587,shipment confirmed,   
843,408,1,14/10/2022,15:39:58,68,843,Suite 35,374,437-37-5086,shipment confirmed,   
844,287,19,3/8/2022,13:31:25,4,844,Apt 764,535,581-69-6935,shipment confirmed,   
845,557,4,2/7/2022,19:00:36,29,845,13th Floor,111,164-04-5354,shipment confirmed,   
846,812,9,29/04/2022,6:36:31,81,846,PO Box 4693,70,372-85-7878,shipment confirmed,   
847,674,10,25/07/2022,7:33:51,29,847,Room 1577,784,417-21-7162,shipment confirmed,   
848,972,8,16/10/2022,5:14:37,59,848,Suite 67,527,647-98-1703,shipment confirmed,   
849,254,11,10/10/2022,13:26:36,24,849,Room 169,571,176-43-7499,shipment confirmed,   
850,41,16,14/10/2022,14:06:07,83,850,Suite 11,114,533-73-7334,shipment confirmed,   
851,456,1,5/2/2022,11:41:53,96,851,Apt 584,94,896-33-6890,shipment confirmed,   
852,399,6,7/11/2022,15:18:14,35,852,Room 143,991,860-95-8605,shipment confirmed,   
853,442,12,25/10/2022,9:28:16,84,853,3rd Floor,492,637-06-1392,shipment confirmed,   
854,213,15,8/12/2022,19:42:19,85,854,Apt 169,591,317-90-5024,shipment confirmed,   
855,554,3,18/08/2022,4:30:11,8,855,Apt 913,125,165-82-7031,shipment confirmed,   
856,484,5,19/07/2022,12:52:33,99,856,Room 1686,219,370-97-8756,shipment confirmed,   
857,677,16,18/02/2022,9:00:44,38,857,4th Floor,683,728-89-3004,shipment confirmed,   
858,129,10,30/04/2022,6:45:42,86,858,PO Box 73165,944,523-70-7076,shipment confirmed,   
859,260,18,15/10/2022,18:33:17,52,859,Room 1503,578,819-94-9179,shipment confirmed,   
